Stage name,Timestamp,CPU percentage,Memory Usage bytes,Memory limit bytes,Disk read bytes,Disk write bytes,Network received bytes,Network sent bytes
user generation,1763831538745,11.66,109471334,16578573762,0,0,162,119
user generation,1763831546034,14.93,111253913,16578573762,0,0,1551892,1121976
user generation,1763831552621,14.24,113770496,16578573762,0,0,2967470,2128609
user generation,1763831559186,14.59,115762790,16578573762,0,0,4351590,3114270
user generation,1763831566048,15.12,119327948,16578573762,0,0,5892997,4215275
user generation,1763831572636,15.4,121634816,16578573762,0,0,7434403,5316280
user generation,1763831579219,14.79,123941683,16578573762,0,0,8891924,6354370
user generation,1763831586079,15.22,126563123,16578573762,0,0,10464788,7465861
user generation,1763831592654,14.68,128450560,16578573762,0,0,11953766,8503951
user generation,1763831599249,15.26,130757427,16578573762,0,0,13316915,9489612
user generation,1763831606110,14.78,132854579,16578573762,0,0,14889779,10590617
user generation,1763831612695,15.93,135476019,16578573762,0,0,16357785,11534336
user generation,1763831619275,15.24,137468313,16578573762,0,0,17720934,12582912
user generation,1763831626112,14.89,139355750,16578573762,0,0,19293798,13631488
user generation,1763831632694,15.81,141348044,16578573762,0,0,20761804,14680064
user generation,1763831639280,14.8,143445196,16578573762,0,0,22124953,15728640
user generation,1763831646141,15.52,145856921,16578573762,0,0,23592960,16777216
user generation,1763831652721,15.52,148163788,16578573762,0,0,25060966,17720934
user generation,1763831659309,15.25,152987238,16578573762,0,0,26424115,18664652
user generation,1763831666165,15.58,155503820,16578573762,0,0,27996979,19818086
update 10 percent,1763831672765,4.64,159593267,16578573762,0,0,29360128,30828134
update 50 percent,1763831679341,12.03,158125260,16578573762,0,0,31876710,36071014
update 50 percent,1763831686152,11.29,158125260,16578573762,0,0,33344716,38273024
update 50 percent,1763831692726,11.97,158125260,16578573762,0,0,34812723,40579891
delete 15 percent with friends,1763831699303,12.88,158230118,16578573762,0,0,36175872,44040192
delete 15 percent with friends,1763831706162,13.26,158230118,16578573762,0,0,37853593,45298483
delete 15 percent with friends,1763831712726,12.99,158754406,16578573762,0,0,39531315,46451916
delete 15 percent with friends,1763831719294,13.19,158754406,16578573762,0,0,41104179,47605350
