Stage name,Timestamp,CPU percentage,Memory Usage bytes,Memory limit bytes,Disk read bytes,Disk write bytes,Network received bytes,Network sent bytes
user generation,1763832528078,25.96,988807168,16578573762,0,0,155,98
user generation,1763832534658,27.99,990589747,16578573762,0,0,1289748,579
user generation,1763832541233,28.95,993945190,16578573762,0,0,2422210,1111490
user generation,1763832547804,28.71,995832627,16578573762,0,0,3680501,1667235
user generation,1763832554383,29.12,997615206,16578573762,0,0,4938792,2233466
user generation,1763832561209,29.26,998663782,16578573762,0,0,6301941,2841640
user generation,1763832567773,29.97,1000026931,16578573762,0,0,7612661,3418357
user generation,1763832574352,29.88,1001599795,16578573762,0,0,8923381,4005560
user generation,1763832581220,29.23,1002019225,16578573762,0,0,10307502,4613734
user generation,1763832587797,31.17,1004745523,16578573762,0,0,11534336,5179965
user generation,1763832594372,30.72,1005689241,16578573762,0,0,12897484,5767168
user generation,1763832601229,29.99,1007157248,16578573762,0,0,14260633,6385827
user generation,1763832607810,31.79,1008415539,16578573762,0,0,15623782,6983516
user generation,1763832614387,31.25,1009673830,16578573762,0,0,16986931,7591690
user generation,1763832621263,30.39,1010407833,16578573762,0,0,18350080,8220835
user generation,1763832627834,29.91,1011666124,16578573762,0,0,19608371,8755609
user generation,1763832634409,30.8,1012924416,16578573762,0,0,20971520,9363783
user generation,1763832641284,29.94,1013763276,16578573762,0,0,22334668,9992929
user generation,1763832647860,32.2,1014916710,16578573762,0,0,23697817,10590617
user generation,1763832654428,29.96,1015755571,16578573762,0,0,25060966,11219763
user generation,1763832661285,30.62,1016594432,16578573762,0,0,26528972,11848908
user generation,1763832667861,31.09,1019635302,16578573762,0,0,27892121,12478054
user generation,1763832674431,30.61,1020893593,16578573762,0,0,29255270,13002342
user generation,1763832681298,30.45,1022151884,16578573762,0,0,30618419,13736345
user generation,1763832687871,31.43,1022990745,16578573762,0,0,32086425,14260633
user generation,1763832694445,31.76,1024039321,16578573762,0,0,33449574,14889779
user generation,1763832701332,31.18,1025612185,16578573762,0,0,34917580,15518924
user generation,1763832707910,30.67,1025297612,16578573762,0,0,36280729,16148070
user generation,1763832714493,30.89,1026241331,16578573762,0,0,37643878,16777216
user generation,1763832721343,31.36,1027499622,16578573762,0,0,39007027,17406361
user generation,1763832727917,31.71,1028023910,16578573762,0,0,40265318,17930649
user generation,1763832734496,29.61,1029806489,16578573762,0,0,41628467,18559795
user generation,1763832741353,30.86,1030645350,16578573762,0,0,43096473,19188940
user generation,1763832747929,31.78,1034000793,16578573762,0,0,44459622,19818086
user generation,1763832754495,31.14,1034944512,16578573762,0,0,45822771,20447232
user generation,1763832761373,28.71,1035783372,16578573762,0,0,47185920,20971520
user generation,1763832767964,31.06,1037041664,16578573762,0,0,48549068,21600665
user generation,1763832774556,29.41,1037985382,16578573762,0,0,49807360,22229811
user generation,1763832781352,30.39,1040816537,16578573762,0,0,51275366,22858956
user generation,1763832787961,30.13,1041760256,16578573762,0,0,52638515,23488102
user generation,1763832794555,30.26,1043333120,16578573762,0,0,54001664,24012390
user generation,1763832801378,29.04,1044067123,16578573762,0,0,55364812,24641536
user generation,1763832807985,31.96,1045115699,16578573762,0,0,56727961,25270681
user generation,1763832814582,28.79,1048261427,16578573762,0,0,58091110,25899827
