Stage name,Timestamp,CPU percentage,Memory Usage bytes,Memory limit bytes,Disk read bytes,Disk write bytes,Network received bytes,Network sent bytes
user generation,1763907972436,19.26,1315333734,16578573762,0,0,167,128
user generation,1763907999615,29.34,1323923668,16578573762,0,0,5263851,2401239
user generation,1763908026187,25.71,1330366119,16578573762,0,0,10590617,4771020
user generation,1763908052771,30.81,1336808570,16578573762,0,0,16148070,7256145
user generation,1763908079662,29.88,1340029796,16578573762,0,0,21810380,9783214
user generation,1763908106221,29.73,1345398505,16578573762,0,0,27472691,12268339
user generation,1763908132795,31.39,1349693472,16578573762,0,0,33135001,14784921
user generation,1763908159737,31.41,1355062181,16578573762,0,0,38797312,17301504
user generation,1763908186304,31.2,1359357149,16578573762,0,0,44459622,19818086
user generation,1763908212904,31.74,1362578374,16578573762,0,0,49912217,22334668
user generation,1763908239798,31.05,1365799600,16578573762,0,0,55155097,24641536
user generation,1763908266388,137.4,1462436364,16578573762,0,0,60922265,27053260
user generation,1763908292972,31.85,1467805073,16578573762,0,0,66270003,29464985
user generation,1763908319833,31.17,1469952557,16578573762,0,0,71722598,31876710
user generation,1763908346437,29.79,1473173782,16578573762,0,0,77070336,34288435
user generation,1763908373039,30.37,1482837458,16578573762,0,0,82522931,36700160
user generation,1763908399913,31.0,1500017328,16578573762,0,0,88604672,39321600
user generation,1763908426510,29.59,1515049713,16578573762,0,0,94581555,42047897
user generation,1763908453093,35.14,1529008357,16578573762,0,0,100243865,44564480
user generation,1763908479984,33.67,1540819517,16578573762,0,0,105906176,46871347
user generation,1763908506559,33.05,1550483193,16578573762,0,0,110100480,49073356
user generation,1763908533130,31.51,1551556935,16578573762,0,0,115343360,51380224
user generation,1763908560044,32.73,1555851902,16578573762,0,0,120586240,53582233
user generation,1763908586620,33.25,1559073128,16578573762,0,0,125829120,55784243
user generation,1763908613198,42.13,1561220612,16578573762,0,0,130023424,57986252
user generation,1763908640107,32.73,1564441837,16578573762,0,0,135266304,60188262
user generation,1763908666670,23.64,1567663063,16578573762,0,0,139460608,61970841
user generation,1763908693262,22.93,1571958030,16578573762,0,0,143654912,63543705
user generation,1763908720140,17.98,1576252997,16578573762,0,0,146800640,65116569
user generation,1763908746754,22.35,1578400481,16578573762,0,0,148897792,66374860
user generation,1763908773328,20.47,1580547964,16578573762,0,0,153092096,67947724
user generation,1763908800199,20.76,1581621706,16578573762,0,0,156237824,69415731
user generation,1763908826782,18.3,1583769190,16578573762,0,0,159383552,70988595
user generation,1763908853374,30.32,1585916674,16578573762,0,0,163577856,72771174
user generation,1763908880243,30.45,1591285383,16578573762,0,0,168820736,75182899
user generation,1763908906828,30.52,1594506608,16578573762,0,0,175112192,77594624
user generation,1763908933404,31.04,1597727834,16578573762,0,0,180355072,80111206
user generation,1763908960327,30.0,1600949059,16578573762,0,0,185597952,82627788
user generation,1763908986898,30.94,1606317768,16578573762,0,0,191889408,85144371
user generation,1763909013495,31.3,1613833961,16578573762,0,0,197132288,87660953
user generation,1763909040396,29.61,1617055186,16578573762,0,0,203423744,90282393
user generation,1763909066968,30.94,1621350154,16578573762,0,0,208666624,92798976
user generation,1763909093554,31.61,1624571379,16578573762,0,0,214958080,95315558
user generation,1763909120450,30.78,1627792605,16578573762,0,0,220200960,97936998
user generation,1763909147032,30.38,1631013830,16578573762,0,0,226492416,100453580
user generation,1763909173618,32.01,1635308797,16578573762,0,0,231735296,102970163
user generation,1763909200494,30.29,1638530023,16578573762,0,0,236978176,105906176
user generation,1763909227064,29.79,1642824990,16578573762,0,0,243269632,108003328
user generation,1763909253631,31.5,1646046216,16578573762,0,0,248512512,110100480
user generation,1763909280537,21.72,1649267441,16578573762,0,0,253755392,112197632
user generation,1763909307108,24.14,1652488667,16578573762,0,0,256901120,114294784
user generation,1763909333691,21.0,1660004859,16578573762,0,0,261095424,116391936
user generation,1763909360590,23.18,1662152343,16578573762,0,0,264241152,117440512
user generation,1763909387181,29.24,1665373569,16578573762,0,0,269484032,119537664
user generation,1763909413764,30.24,1669668536,16578573762,0,0,274726912,121634816
user generation,1763909440678,30.75,1672889761,16578573762,0,0,279969792,124780544
user generation,1763909467277,30.44,1677184729,16578573762,0,0,286261248,126877696
